step,t_hours,phase,isDay,sunDirX,sunDirY,sunDirZ,sunElevDeg,sunAzimDeg,moonDirX,moonDirY,moonDirZ,moonElevDeg,moonAzimDeg,sunCacheX,sunCacheY,sunCacheZ,moonCacheX,moonCacheY,moonCacheZ,sunLocX,sunLocY,sunLocZ,moonLocX,moonLocY,moonLocZ,sunDrawScale,moonDrawScale,sunScale,moonScale,sunModA,sunModB,sunModC,moonModA,moonModB,moonModC,moonR,moonG,moonB,moonHex,slopeSunAngle,azimuth,dramaticDiffuse
204,17.059235,1,1,-0.351717,-0.467950,0.810752,54.169,-126.929,0.000000,-0.499889,0.866089,60.007,-90.000,0.350207,0.468232,-0.811242,0.000000,-0.499889,0.866089,202.111,264271.469,24819.967,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.359404,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
205,17.142857,1,1,-0.365341,-0.465334,0.806220,53.728,-128.136,0.000000,-0.499889,0.866089,60.007,-90.000,0.363793,0.465637,-0.806745,0.000000,-0.499889,0.866089,197.356,264272.375,24818.393,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.373999,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
206,17.226480,1,1,-0.378888,-0.462619,0.801516,53.275,-129.318,0.000000,-0.499889,0.866089,60.007,-90.000,0.377302,0.462943,-0.802077,0.000000,-0.499889,0.866089,192.628,264273.312,24816.758,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.388594,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
207,17.310104,1,1,-0.392354,-0.459805,0.796641,52.811,-130.474,0.000000,-0.499889,0.866089,60.007,-90.000,0.390731,0.460151,-0.797239,0.000000,-0.499889,0.866089,187.928,264274.281,24815.064,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.403189,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
208,17.393728,1,1,-0.405736,-0.456894,0.791597,52.335,-131.606,0.000000,-0.499889,0.866089,60.007,-90.000,0.404078,0.457261,-0.792233,0.000000,-0.499889,0.866089,183.256,264275.312,24813.312,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.417784,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
209,17.477352,1,1,-0.419033,-0.453885,0.786384,51.849,-132.714,0.000000,-0.499889,0.866089,60.007,-90.000,0.417339,0.454275,-0.787060,0.000000,-0.499889,0.866089,178.615,264276.344,24811.502,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.432380,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
210,17.560976,1,1,-0.432239,-0.450780,0.781004,51.353,-133.797,0.000000,-0.499889,0.866089,60.007,-90.000,0.430511,0.451193,-0.781719,0.000000,-0.499889,0.866089,174.005,264277.438,24809.633,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.446975,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
211,17.644600,1,1,-0.445354,-0.447578,0.775457,50.846,-134.857,0.000000,-0.499889,0.866089,60.007,-90.000,0.443593,0.448015,-0.776214,0.000000,-0.499889,0.866089,169.426,264278.531,24807.707,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.461570,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
212,17.728222,1,1,-0.458374,-0.444281,0.769745,50.331,-135.894,0.000000,-0.499889,0.866089,60.007,-90.000,0.456581,0.444743,-0.770544,0.000000,-0.499889,0.866089,164.880,264279.688,24805.723,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.476165,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
213,17.811846,1,1,-0.471296,-0.440890,0.763869,49.806,-136.909,0.000000,-0.499889,0.866089,60.007,-90.000,0.469472,0.441376,-0.764711,0.000000,-0.499889,0.866089,160.369,264280.875,24803.680,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.490760,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
214,17.895472,1,1,-0.484118,-0.437404,0.757830,49.273,-137.902,0.000000,-0.499889,0.866089,60.007,-90.000,0.482263,0.437916,-0.758717,0.000000,-0.499889,0.866089,155.891,264282.062,24801.582,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.505355,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
215,17.979095,1,1,-0.496837,-0.433826,0.751630,48.732,-138.873,0.000000,-0.499889,0.866089,60.007,-90.000,0.494953,0.434364,-0.752562,0.000000,-0.499889,0.866089,151.450,264283.312,24799.428,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.519950,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
216,18.062717,1,1,-0.509450,-0.430155,0.745270,48.182,-139.824,0.000000,-0.499889,0.866089,60.007,-90.000,0.507538,0.430719,-0.746248,0.000000,-0.499889,0.866089,147.045,264284.594,24797.219,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.534545,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
217,18.146341,1,1,-0.521954,-0.426392,0.738751,47.625,-140.754,0.000000,-0.499889,0.866089,60.007,-90.000,0.520016,0.426984,-0.739776,0.000000,-0.499889,0.866089,142.678,264285.906,24794.953,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.549140,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
218,18.229965,1,1,-0.534347,-0.422539,0.732075,47.061,-141.665,0.000000,-0.499889,0.866089,60.007,-90.000,0.532384,0.423158,-0.733147,0.000000,-0.499889,0.866089,138.349,264287.250,24792.633,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.563735,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
219,18.313587,1,1,-0.546626,-0.418596,0.725243,46.489,-142.556,0.000000,-0.499889,0.866089,60.007,-90.000,0.544639,0.419243,-0.726364,0.000000,-0.499889,0.866089,134.060,264288.594,24790.258,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.578330,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
220,18.397213,1,1,-0.558790,-0.414563,0.718256,45.911,-143.428,0.000000,-0.499889,0.866089,60.007,-90.000,0.556779,0.415238,-0.719426,0.000000,-0.499889,0.866089,129.811,264290.000,24787.830,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.592926,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
221,18.480837,1,1,-0.570834,-0.410442,0.711116,45.326,-144.283,0.000000,-0.499889,0.866089,60.007,-90.000,0.568801,0.411146,-0.712337,0.000000,-0.499889,0.866089,125.603,264291.438,24785.350,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.607521,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
222,18.564461,1,1,-0.582756,-0.406234,0.703825,44.735,-145.120,0.000000,-0.499889,0.866089,60.007,-90.000,0.580703,0.406968,-0.705097,0.000000,-0.499889,0.866089,121.438,264292.906,24782.814,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.622116,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
223,18.648083,1,1,-0.594554,-0.401939,0.696384,44.138,-145.940,0.000000,-0.499889,0.866089,60.007,-90.000,0.592482,0.402703,-0.697707,0.000000,-0.499889,0.866089,117.315,264294.406,24780.229,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.636711,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
224,18.731707,1,1,-0.606225,-0.397558,0.688795,43.535,-146.743,0.000000,-0.499889,0.866089,60.007,-90.000,0.604136,0.398353,-0.690170,0.000000,-0.499889,0.866089,113.236,264295.906,24777.592,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.651306,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
225,18.815331,1,1,-0.617768,-0.393093,0.681059,42.926,-147.531,0.000000,-0.499889,0.866089,60.007,-90.000,0.615661,0.393918,-0.682488,0.000000,-0.499889,0.866089,109.202,264297.469,24774.902,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.665901,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
226,18.898954,1,1,-0.629179,-0.388544,0.673177,42.313,-148.303,0.000000,-0.499889,0.866089,60.007,-90.000,0.627057,0.389400,-0.674660,0.000000,-0.499889,0.866089,105.214,264299.062,24772.162,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.680496,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
227,18.982578,1,1,-0.640455,-0.383913,0.665153,41.694,-149.060,0.000000,-0.499889,0.866089,60.007,-90.000,0.638320,0.384800,-0.666690,0.000000,-0.499889,0.866089,101.272,264300.656,24769.373,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.695091,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
228,19.066202,1,1,-0.651596,-0.379199,0.656986,41.070,-149.803,0.000000,-0.499889,0.866089,60.007,-90.000,0.649448,0.380119,-0.658579,0.000000,-0.499889,0.866089,97.377,264302.312,24766.533,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.709686,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
229,19.149826,1,1,-0.662597,-0.374405,0.648680,40.442,-150.531,0.000000,-0.499889,0.866089,60.007,-90.000,0.660439,0.375357,-0.650329,0.000000,-0.499889,0.866089,93.530,264303.969,24763.646,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.724281,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
230,19.233450,1,1,-0.673458,-0.369531,0.640235,39.809,-151.246,0.000000,-0.499889,0.866089,60.007,-90.000,0.673443,0.369538,-0.640247,0.000000,-0.499889,0.866089,88.979,264306.000,24760.117,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.738876,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
231,19.317074,1,1,-0.684175,-0.364578,0.631655,39.172,-151.948,0.000000,-0.499889,0.866089,60.007,-90.000,0.684123,0.364603,-0.631697,0.000000,-0.499889,0.866089,85.241,264307.719,24757.125,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.753471,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
232,19.400696,1,1,-0.694746,-0.359548,0.622939,38.531,-152.637,0.000000,-0.499889,0.866089,60.007,-90.000,0.694658,0.359590,-0.623012,0.000000,-0.499889,0.866089,81.553,264309.500,24754.086,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.768066,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
233,19.484320,1,1,-0.705169,-0.354441,0.614091,37.886,-153.314,0.000000,-0.499889,0.866089,60.007,-90.000,0.705047,0.354502,-0.614196,0.000000,-0.499889,0.866089,77.917,264311.281,24751.000,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.782662,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
234,19.567944,1,1,-0.715442,-0.349259,0.605112,37.237,-153.980,0.000000,-0.499889,0.866089,60.007,-90.000,0.715286,0.349338,-0.605250,0.000000,-0.499889,0.866089,74.333,264313.062,24747.869,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.797257,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
235,19.651569,1,1,-0.725563,-0.344002,0.596004,36.584,-154.634,0.000000,-0.499889,0.866089,60.007,-90.000,0.725374,0.344101,-0.596176,0.000000,-0.499889,0.866089,70.803,264314.906,24744.693,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.811852,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
236,19.735191,1,1,-0.735529,-0.338672,0.586770,35.928,-155.276,0.000000,-0.499889,0.866089,60.007,-90.000,0.735309,0.338791,-0.586976,0.000000,-0.499889,0.866089,67.325,264316.781,24741.473,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.826447,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
237,19.818815,1,1,-0.745338,-0.333270,0.577410,35.269,-155.909,0.000000,-0.499889,0.866089,60.007,-90.000,0.745088,0.333409,-0.577652,0.000000,-0.499889,0.866089,63.903,264318.656,24738.209,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.841042,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
238,19.902439,1,1,-0.754989,-0.327796,0.567927,34.606,-156.531,0.000000,-0.499889,0.866089,60.007,-90.000,0.754710,0.327957,-0.568206,0.000000,-0.499889,0.866089,60.535,264320.562,24734.902,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.855637,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
239,19.986061,1,1,-0.764479,-0.322253,0.558324,33.940,-157.143,0.000000,-0.499889,0.866089,60.007,-90.000,0.764171,0.322435,-0.558639,0.000000,-0.499889,0.866089,57.224,264322.500,24731.555,324.684,264557.812,24323.840,1.600000,4.500000,0.200000,0.000000,0.870232,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
240,20.069687,1,1,-0.773806,-0.316641,0.548601,33.271,-157.746,0.000000,-0.499889,0.866089,60.007,-90.000,0.773472,0.316845,-0.548954,0.000000,-0.499889,0.866089,53.969,264324.438,24728.166,324.684,264557.812,24323.840,1.840003,4.500000,0.231359,0.000000,0.884827,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
241,20.153311,1,1,-0.782968,-0.310962,0.538761,32.599,-158.339,0.000000,-0.499889,0.866089,60.007,-90.000,0.782608,0.311188,-0.539153,0.000000,-0.499889,0.866089,50.771,264326.438,24724.734,324.684,264557.812,24323.840,2.139999,4.500000,0.268990,0.000000,0.899423,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
242,20.236935,1,1,-0.791963,-0.305217,0.528807,31.925,-158.924,0.000000,-0.499889,0.866089,60.007,-90.000,0.791579,0.305466,-0.529238,0.000000,-0.499889,0.866089,47.631,264328.438,24721.264,324.684,264557.812,24323.840,2.440001,4.500000,0.306621,0.000000,0.914018,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
243,20.320557,1,1,-0.800790,-0.299407,0.518741,31.248,-159.500,0.000000,-0.499889,0.866089,60.007,-90.000,0.800383,0.299678,-0.519211,0.000000,-0.499889,0.866089,44.550,264330.469,24717.756,324.684,264557.812,24323.840,2.740003,4.500000,0.344251,0.000000,0.928612,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
244,20.404181,1,1,-0.809446,-0.293532,0.508563,30.568,-160.068,0.000000,-0.499889,0.866089,60.007,-90.000,0.809017,0.293828,-0.509074,0.000000,-0.499889,0.866089,41.528,264332.500,24714.207,324.684,264557.812,24323.840,3.039999,4.500000,0.381881,0.000000,0.943208,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
245,20.487804,1,1,-0.817929,-0.287596,0.498277,29.886,-160.628,0.000000,-0.499889,0.866089,60.007,-90.000,0.817480,0.287915,-0.498830,0.000000,-0.499889,0.866089,38.566,264334.562,24710.621,324.684,264557.812,24323.840,3.340001,4.500000,0.419512,0.000000,0.957803,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
246,20.571428,1,1,-0.826239,-0.281598,0.487885,29.202,-161.180,0.000000,-0.499889,0.866089,60.007,-90.000,0.825770,0.281941,-0.488480,0.000000,-0.499889,0.866089,35.664,264336.656,24707.000,324.684,264557.812,24323.840,3.640003,4.500000,0.457143,0.000000,0.972398,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
247,20.655052,1,1,-0.834372,-0.275540,0.477390,28.515,-161.725,0.000000,-0.499889,0.866089,60.007,-90.000,0.833886,0.275907,-0.478027,0.000000,-0.499889,0.866089,32.824,264338.781,24703.340,324.684,264557.812,24323.840,3.939999,4.500000,0.494774,0.000000,0.986993,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
248,20.738676,1,1,-0.842328,-0.269423,0.466792,27.826,-162.263,0.000000,-0.499889,0.866089,60.007,-90.000,0.841825,0.269816,-0.467472,0.000000,-0.499889,0.866089,30.045,264340.906,24699.646,324.684,264557.812,24323.840,4.240001,4.500000,0.532404,0.000000,1.001588,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
249,20.822300,1,1,-0.850104,-0.263249,0.456095,27.135,-162.794,0.000000,-0.499889,0.866089,60.007,-90.000,0.849586,0.263667,-0.456819,0.000000,-0.499889,0.866089,27.328,264343.062,24695.918,324.684,264557.812,24323.840,4.540003,4.500000,0.570035,0.000000,1.016183,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
250,20.905924,1,1,-0.857699,-0.257019,0.445301,26.443,-163.319,0.000000,-0.499889,0.866089,60.007,-90.000,0.857167,0.257462,-0.446069,0.000000,-0.499889,0.866089,24.675,264345.219,24692.156,324.684,264557.812,24323.840,4.839999,4.500000,0.607666,0.000000,1.030778,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
251,20.989548,1,1,-0.865112,-0.250734,0.434412,25.748,-163.837,0.000000,-0.499889,0.866089,60.007,-90.000,0.864567,0.251203,-0.435225,0.000000,-0.499889,0.866089,22.085,264347.438,24688.359,324.684,264557.812,24323.840,5.140001,4.500000,0.645296,0.000000,1.045373,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
252,21.073170,1,1,-0.872340,-0.244396,0.423431,25.051,-164.349,0.000000,-0.499889,0.866089,60.007,-90.000,0.871785,0.244891,-0.424288,0.000000,-0.499889,0.866089,19.559,264349.625,24684.531,324.684,264557.812,24323.840,5.440003,4.500000,0.682926,0.000000,1.059968,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
253,21.156794,1,1,-0.879382,-0.238005,0.412359,24.353,-164.856,0.000000,-0.499889,0.866089,60.007,-90.000,0.878817,0.238527,-0.413262,0.000000,-0.499889,0.866089,17.098,264351.875,24680.674,324.684,264557.812,24323.840,5.739998,4.500000,0.720557,0.000000,1.074563,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
254,21.240417,1,1,-0.886237,-0.231564,0.401200,23.653,-165.357,0.000000,-0.499889,0.866089,60.007,-90.000,0.885664,0.232112,-0.402148,0.000000,-0.499889,0.866089,14.701,264354.094,24676.783,324.684,264557.812,24323.840,6.040001,4.500000,0.758188,0.000000,1.089158,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
255,21.324043,1,1,-0.892904,-0.225074,0.389954,22.952,-165.852,0.000000,-0.499889,0.866089,60.007,-90.000,0.892323,0.225648,-0.390950,0.000000,-0.499889,0.866089,12.370,264356.375,24672.863,324.684,264557.812,24323.840,6.340003,4.500000,0.795819,0.000000,1.103754,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
256,21.407665,1,1,-0.899380,-0.218536,0.378627,22.249,-166.343,0.000000,-0.499889,0.866089,60.007,-90.000,0.898794,0.219137,-0.379668,0.000000,-0.499889,0.866089,10.106,264358.656,24668.916,324.684,264557.812,24323.840,6.639998,4.500000,0.833449,0.000000,1.118349,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
257,21.491289,1,1,-0.905664,-0.211951,0.367218,21.544,-166.828,0.000000,-0.499889,0.866089,60.007,-90.000,0.905075,0.212579,-0.368307,0.000000,-0.499889,0.866089,7.907,264360.938,24664.939,324.684,264557.812,24323.840,6.940001,4.500000,0.871080,0.000000,1.132944,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
258,21.574913,1,1,-0.911756,-0.205321,0.355731,20.838,-167.309,0.000000,-0.499889,0.866089,60.007,-90.000,0.911164,0.205977,-0.356867,0.000000,-0.499889,0.866089,5.776,264363.250,24660.936,324.684,264557.812,24323.840,7.240003,4.500000,0.908711,0.000000,1.147539,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
259,21.658535,1,1,-0.917653,-0.198647,0.344169,20.131,-167.785,0.000000,-0.499889,0.866089,60.007,-90.000,0.917060,0.199330,-0.345352,0.000000,-0.499889,0.866089,-92.768,264269.375,24559.893,228.203,264461.625,24226.828,7.539999,4.500000,0.946341,0.000000,1.162134,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
260,21.742161,1,1,-0.923355,-0.191931,0.332532,19.423,-168.258,0.000000,-0.499889,0.866089,60.007,-90.000,0.922762,0.192642,-0.333764,0.000000,-0.499889,0.866089,1.717,264367.906,24652.850,324.684,264557.812,24323.840,7.840001,4.500000,0.983972,0.000000,1.176729,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
261,21.825785,1,1,-0.928860,-0.185174,0.320825,18.713,-168.726,0.000000,-0.499889,0.866089,60.007,-90.000,0.928270,0.185913,-0.322105,0.000000,-0.499889,0.866089,-0.211,264370.281,24648.768,324.684,264557.812,24323.840,8.140003,4.500000,1.021603,0.000000,1.191324,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
262,21.909409,1,1,-0.934168,-0.178378,0.309050,18.002,-169.190,0.000000,-0.499889,0.866089,60.007,-90.000,0.933580,0.179144,-0.310379,0.000000,-0.499889,0.866089,-2.070,264372.656,24644.664,324.684,264557.812,24323.840,8.439999,4.500000,1.059234,0.000000,1.205919,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
263,21.993031,1,1,-0.939276,-0.171543,0.297210,17.290,-169.650,0.000000,-0.499889,0.866089,60.007,-90.000,0.938694,0.172338,-0.298586,0.000000,-0.499889,0.866089,-3.859,264375.031,24640.537,324.684,264557.812,24323.840,8.740001,4.500000,1.096864,0.000000,1.220514,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
264,22.076654,2,1,-0.944184,-0.164673,0.285305,16.577,-170.107,0.000000,-0.499889,0.866089,60.007,-90.000,0.943609,0.165495,-0.286730,0.000000,-0.499889,0.866089,-5.579,264377.406,24636.387,324.684,264557.812,24323.840,9.040003,4.500000,1.134495,0.000000,1.235109,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
265,22.160278,2,1,-0.948891,-0.157767,0.273340,15.863,-170.560,0.000000,-0.499889,0.866089,60.007,-90.000,0.948324,0.158617,-0.274814,0.000000,-0.499889,0.866089,-7.230,264379.812,24632.217,324.684,264557.812,24323.840,9.339998,4.500000,1.172125,0.000000,1.249704,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
266,22.243902,2,1,-0.953396,-0.150827,0.261317,15.148,-171.010,0.000000,-0.499889,0.866089,60.007,-90.000,0.952838,0.151706,-0.262840,0.000000,-0.499889,0.866089,-105.291,264286.062,24531.014,228.203,264461.625,24226.828,9.640001,4.500000,1.209756,0.000000,1.264300,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
267,22.327526,2,1,-0.957698,-0.143855,0.249238,14.432,-171.458,0.000000,-0.499889,0.866089,60.007,-90.000,0.957151,0.144762,-0.250809,0.000000,-0.499889,0.866089,-10.319,264384.688,24623.814,324.684,264557.812,24323.840,9.940003,4.500000,1.247387,0.000000,1.278895,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
268,22.411150,2,1,-0.961796,-0.136853,0.237106,13.716,-171.902,0.000000,-0.499889,0.866089,60.007,-90.000,0.961262,0.137788,-0.238727,0.000000,-0.499889,0.866089,-11.758,264387.125,24619.586,324.684,264557.812,24323.840,10.239999,4.500000,1.285017,0.000000,1.293490,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
269,22.494774,2,1,-0.965689,-0.129821,0.224923,12.998,-172.343,0.000000,-0.499889,0.866089,60.007,-90.000,0.965169,0.130785,-0.226593,0.000000,-0.499889,0.866089,-13.126,264389.562,24615.338,324.684,264557.812,24323.840,10.540001,4.500000,1.322648,0.000000,1.308085,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
270,22.578398,2,1,-0.969377,-0.122762,0.212693,12.280,-172.782,0.000000,-0.499889,0.866089,60.007,-90.000,0.968872,0.123754,-0.214411,0.000000,-0.499889,0.866089,-14.422,264392.031,24611.074,324.684,264557.812,24323.840,10.840003,4.500000,1.360279,0.000000,1.322680,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
271,22.662022,2,1,-0.972858,-0.115677,0.200417,11.561,-173.219,0.000000,-0.499889,0.866089,60.007,-90.000,0.972370,0.116697,-0.202185,0.000000,-0.499889,0.866089,-15.646,264394.500,24606.795,324.684,264557.812,24323.840,11.139998,4.500000,1.397910,0.000000,1.337275,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
272,22.745644,2,1,-0.976131,-0.108567,0.188099,10.842,-173.654,0.000000,-0.499889,0.866089,60.007,-90.000,0.975662,0.109615,-0.189915,0.000000,-0.499889,0.866089,-16.798,264396.969,24602.502,324.684,264557.812,24323.840,11.440001,4.500000,1.435540,0.000000,1.351870,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
